,Index,Strokes,Meanings,Readings,krad,Kanji,Grade,Kanji Classification,JLPT-test,Kanji Frequency with Proper Nouns,Kanji Frequency without Proper Nouns,Symmetry
嘉,417,14,[],[],"['口', '士', '力']",,,,,,,
嘔,418,14,[' getting nauseated/getting angry]'],['むかつき'],"['口', '匚', '品']",,,,,,,
嘖,419,14,[],[],"['貝', '目', 'ハ', '口', '土', '亠']",,,,,,,
嘗,420,14,"["" lick bottom card of the draw pile tasting (a nobleman's) medicine to see if it contains poison/medicine taster]""]","['なめ', 'め']","['口', '⺌', '日', '冖', '匕']",,,,,,,
嘩,421,13,[],[],"['一', '口', '⺾', '｜']",,,,,,,
嘯,422,16,[],[],"['｜', 'ノ', 'ヨ', '口', '水', '米', '隶', '聿']",,,,,,,
嘲,423,15,[],[],"['月', '口', '十', '日']",['嘲'],[7],['形声 Phonetic'],[0],[357],[357],['.']
嘴,424,16,[' beak/bill]'],['くちばし'],"['角', '口', '止', '匕']",,,,,,,
噌,425,14,[],[],"['口', '田', '日', '并']",,,,,,,
噛,426,15,[],[],"['口', '止', '歯', '米']",,,,,,,
器,427,15,"[' bowl/vessel/container ability/capacity/calibre/caliber,', ' device/instrument vessel/container ability/capacity/calibre/caliber]']","['うつわ', 'き']","['口', '大']",['器'],[4],['会意 Com. Ideographic'],[1],[96315],[90488],['P']
噪,428,16,[],[],"['口', '木', '品']",,,,,,,
噬,429,16,[],[],"['口', '工', '人', '竹']",,,,,,,
噴,430,15,[],[],"['貝', '目', 'ハ', '口', '十', '⺾']",['噴'],[7],['形声 Phonetic'],[1],[11160],[11102],['R']
嚆,431,16,[],[],"['口', '高', '亠', '冂', '⺾']",,,,,,,
嚢,432,18,[' bag/sack/pouch skin of an orange (and other like fruits) dead end plot of land surrounded by water]'],['ふくろ'],"['｜', '衣', '一', '口', 'ハ', '亠', '冖']",,,,,,,
嚼,433,21,[],[],"['口', '艮', '寸', '爪', '罒']",,,,,,,
囂,434,21,[],[],"['一', '口', '自', 'ハ']",,,,,,,
囃,435,21,"[' accompaniment for traditional performances (noh, kabuki, etc.)/orchestra/band]']",['はやし'],"['口', '人', '木', '亠', '隹']",,,,,,,
囚,436,5,[' imprisonment captive/prisoner]'],['しゅう'],"['人', '囗']",['囚'],[7],['会意 Com. Ideographic'],[1],[4408],[4408],['S']
四,437,5,"[' four, スー', ' four]']",['し'],"['儿', '囗']",['四'],[1],['指事 Ideographic'],[5],[101707],[81851],['R']
回,438,6,[' counter for occurrences a time/an instance inning (baseball)/round/game episode/chapter/instalment Hui (people) Islam]'],['かい'],"['口', '囗']",['回'],[2],['象形 Pictographic'],[3],[680362],[680362],['R']
因,439,6,"["" cause/factor hetu (direct cause, esp. as opposed to indirect conditions) the basis of one's argument (in hetuvidya),"", ' reason/significance/cause piece of information that one has heard/I hear that .../it is said that ...,', ' something to rely on/aid/clue/way/means someone to rely on/relative reminder/memento]']","['いん', 'よし', 'よすが']","['大', '囗']",['因'],[5],['会意 Com. Ideographic'],[3],[72152],[71737],['P']
団,440,6,[' body/group/party/company/troupe]'],['だん'],"['寸', '囗']",['団'],[5],['形声 Phonetic'],[2],[232277],[215789],['P']
困,441,7,[],[],"['木', '囗']",['困'],[6],['象形 Pictographic'],[3],[35845],[35845],['R']
囲,442,7,[],[],"['囗', '井']",['囲'],[4],['形声 Phonetic'],[2],[58559],[58559],['S']
図,443,7,[' drawing/picture/diagram/figure/illustration/chart/graph sight/scene]'],['ず'],"['斗', '囗']",['図'],[2],['会意 Com. Ideographic'],[4],[79453],[78609],['S']
囹,444,8,[],[],"['刀', '𠆢', '囗']",,,,,,,
固,445,8,[],[],"['口', '十', '囗']",['固'],[4],['会意 Com. Ideographic'],[2],[41792],[41791],['S']
国,446,8,"[' country/state region national government/central government home (i.e. hometown, home country) province (of Japan) land/earth]']",['くに'],"['王', '囗', '丶']",['国'],[2],['会意 Com. Ideographic'],[5],[1703390],[1122135],['S']
圄,447,10,[],[],"['口', '囗', '五']",,,,,,,
圏,448,12,[' sphere/circle/range/area/zone/bloc category]'],['けん'],"['一', '人', '大', '二', '并', '囗', '已']",['圏'],[7],['形声 Phonetic'],[1],[17687],[17314],['S']
園,449,13,[' garden (esp. man-made)/orchard/park/plantation place/location]'],['その'],"['衣', '口', '土', '囗']",['園'],[2],['形声 Phonetic'],[3],[101424],[60982],['P']
土,450,3,"[' earth/soil/dirt/clay/mud the earth (historically, esp. as opposed to the heavens)/the ground/the land low-quality torinoko-gami (containing mud) (period of) refraining from construction in the direction of the god of the earth (in Onmyōdō),', ' Saturday earth/dirt/soil land/lands/ground earth (third of the five elements),', ' soil (esp. reddish soil),', ' Turkey]']","['つち', 'ど', 'に', 'と']",['土'],['土'],[1],['象形 Pictographic'],[5],[122433],[96642],['S']
圧,451,5,[' pressure/force]'],['あつ'],"['土', '厂']",['圧'],[5],['会意 Com. Ideographic'],[2],[58313],[58272],['S']
在,452,6,[' the country/countryside outskirts/suburbs presence/being in attendance situated in/staying in/resident in]'],['ざい'],"['｜', 'ノ', '一', '土']",['在'],[5],['会意 Com. Ideographic'],[3],[307776],[307010],['S']
地,453,6,"[' earth/ground/land/soil place territory bottom (of a package, book, etc.) earth (one of the five elements),', ' earth/soil/dirt/clay/mud the earth (historically, esp. as opposed to the heavens)/the ground/the land low-quality torinoko-gami (containing mud) (period of) refraining from construction in the direction of the god of the earth (in Onmyōdō),', "" ground/land/earth/soil the region in question/the local area skin texture/fabric/material/weave base/background one's true nature narrative (i.e. descriptive part of a story) real life/actuality captured territory (in the game of go) 10. noh chorus 11. accompaniment music (in Japanese dance) 12. basic phrase (in Japanese music; usu. repetitive) 13. base part (of multiple shamisens)]""]","['ち', 'つち', 'じ']","['土', '也']",['地'],[2],['形声 Phonetic'],[4],[627071],[611473],['P']
均,454,7,[],[],"['土', '冫', '勹', '二']",['均'],[5],['形声 Phonetic'],[2],[41745],[39791],['R']
坊,455,7,"["" bonze/monk monk's dwelling boy/son/sonny I/me little person who is ...]""]",['ぼう'],"['土', '方']",['坊'],[7],['形声 Phonetic'],[0],[20907],[20338],['S']
坎,456,7,"[' pit/hole kan (one of the trigrams of the I Ching', ' water, north)]']",['かん'],"['欠', '土']",,,,,,,
坐,457,7,[],[],"['｜', '土', '人']",,,,,,,
坑,458,7,[' pit (esp. of a mine)]'],['こう'],"['土', '亠', '几']",['坑'],[7],['形声 Phonetic'],[1],[629],[629],['S']
坤,459,8,"[' kun (one of the trigrams of the I Ching', ' earth, southwest),', ' southwest]']","['こん', 'ひつじさる']","['｜', '土', '日', '田']",,,,,,,
坦,460,8,[],[],"['一', '土', '日']",,,,,,,
坪,461,8,"[' tsubo/traditional unit of land area, approx.31 square meters tsubo/traditional unit of fabric or paper area, approx.18 square centimeters tsubo/traditional unit of leather or tile area, approx. 918 square centimeters cubic tsubo (approx. 6 cubic metres)]']",['つぼ'],"['干', '土', '并']",['坪'],[7],['形声 Phonetic'],[1],[5882],[1471],['.']
垂,462,8,[' zigzag-shaped paper streamer often used to adorn Shinto-related objects hornbeam (deciduous tree in the birch family)]'],['しで'],"['｜', 'ノ', '一']",['垂'],[6],['会意 Com. Ideographic'],[1],[3553],[3068],['S']
垠,463,9,[],[],"['艮', '土']",,,,,,,
垢,464,9,"[' dirt/filth/grime account (e.g. online service),', ' klesha (polluting thoughts such as greed, hatred and delusion, which result in suffering)]']","['あか', 'く']","['ノ', '斤', '口', '土', '亅', '厂']",,,,,,,
垣,465,9,[' fence/hedge/barrier/wall/railing]'],['かき'],"['一', '土', '日']",['垣'],[7],['形声 Phonetic'],[1],[17620],[4939],['S']
埋,466,10,[],[],"['土', '里']",['埋'],[7],['形声 Phonetic'],[2],[18917],[18914],['R']
城,467,9,"[' castle,', ' castle (in place names) castle/fortress,', ' fortress (surrounded by a wall, moat, etc.)]']","['しろ', 'じょう', 'き']","['ノ', '土', '戈']",['城'],[6],['形声 Phonetic'],[2],[82540],[12904],['S']
埒,468,10,[' bounds/limits boundary fence (esp. of horse-riding ground)]'],['らち'],"['寸', '爪', '土']",,,,,,,
域,469,11,[' region/limits/stage/level]'],['いき'],"['口', '土', '戈']",['域'],[6],['形声 Phonetic'],[2],[98814],[98804],['P']
執,470,11,"[' bow (and arrow; esp. of a noble),', ' attachment/obsession/persistence]']","['たらし', 'しゅう']","['ノ', '九', '十', '辛', '土', '立', '丶', '亠']",['執'],[7],['会意 Com. Ideographic'],[1],[34802],[34796],['S']
培,471,11,[],[],"['口', '土', '立']",['培'],[7],['形声 Phonetic'],[1],[8322],[8321],['.']
基,472,11,"["" origin/source base/basis/foundation/root cause ingredient/material (somebody's) side/(somebody's) location original cost (or capital, principal, etc.) (plant) root/(tree) trunk first section of a waka counter for blades of grass, tree trunks, etc., and for falcons (in falconry) 10. handle (chopsticks, brush, etc.)/grip,"", ' group (free) radical counter for installed or mounted objects (e.g. stone lanterns, gravestones, satellites),', ' basis/foundation cause]']","['もと', 'き', 'もとい']","['一', '甘', '土', 'ハ']",['基'],[5],['形声 Phonetic'],[1],[183500],[176867],['R']
堂,473,11,[' temple/shrine/chapel hall company front room]'],['どう'],"['口', '⺌', '土', '冖']",['堂'],[4],['形声 Phonetic'],[4],[31216],[18280],['P']
堅,474,12,[' strength/solidity/firmness armour/armor]'],['けん'],"['臣', '土', '又']",['堅'],[7],['形声 Phonetic'],[1],[21305],[20584],['R']
堆,475,11,"[' bank (river, lake) pile/heap]']",['たい'],"['土', '隹']",['堆'],[7],['形声 Phonetic'],[0],[708],[700],['.']
堕,476,12,[],[],"['ノ', '一', '月', '土', '⻖']",['堕'],[7],['形声 Phonetic'],[1],[747],[747],['.']
堙,477,12,[],[],"['｜', '一', '西', '土']",,,,,,,
堤,478,12,[' bank/embankment/dike]'],['つつみ'],"['土', '日', '疋']",['堤'],[7],['形声 Phonetic'],[1],[7046],[2618],['.']
堯,479,12,[],[],"['土', '儿', '一']",,,,,,,
報,480,12,[' information/news/report reward/retribution]'],['ほう'],"['十', '辛', '土', '又', '立', '亠', '卩']",['報'],[5],['会意 Com. Ideographic'],[3],[362295],[352707],['P']
場,481,12,"[' place/spot/space field/discipline/sphere/realm occasion/situation scene (of a play, movie, etc.) session (of the stock market) field/table/area in which cards are laid out (in a card game) round (east, south, etc.) field field (gestalt psychology),', ' place/spot/grounds/arena/stadium/range/course]']","['ば', 'じょう']","['土', '日', '勿']",['場'],[2],['形声 Phonetic'],[4],[643257],[627086],['P']
堵,482,11,[' fence/wall/hedge]'],['と'],"['土', '日', '⺹']",,,,,,,
塁,483,12,"[' fort/fortress/stronghold/fortification,', ' base/bag/sack fortress/stronghold]']","['とりで', 'るい']","['田', '土', '冫']",['塁'],[7],['形声 Phonetic'],[1],[86058],[86058],['P']
塊,484,13,"[' lump/mass/bundle/clump/clod/cluster group/crowd embodiment (of an idea, quality, feeling etc.)/personification]']",['かたまり'],"['鬼', '田', '土', '儿', '匕', '厶']",['塊'],[7],['形声 Phonetic'],[1],[4858],[4858],['S']
塔,485,12,[' tower/steeple/spire stupa/pagoda/dagoba]'],['とう'],"['口', '土', '𠆢', '⺾']",['塔'],[7],['形声 Phonetic'],[2],[5605],[5125],['S']
塗,486,13,"[' coating (esp. lacquering),', ' covered with/stained/smeared]']","['ぬり', 'り', 'みどろ']","['氵', '土', 'ハ', '𠆢', '亅', '木']",['塗'],[7],['形声 Phonetic'],[2],[6955],[6907],['S']
塞,487,13,[],[],"['一', '土', 'ハ', '宀']",['塞'],[7],['会意 Com. Ideographic'],[0],[3791],[3791],['P']
塩,488,13,"[' salt/common salt/table salt/sodium chloride hardship/toil/trouble saltiness cold/unwelcoming/indifferent,', ' salt (e.g. sodium chloride, calcium sulfate, etc.) chloride]']","['しお', 'えん']","['口', '皿', '土']",['塩'],[4],['形声 Phonetic'],[2],[21528],[10204],['S']
填,489,13,[],[],"['十', '土', 'ハ', '目']",['填'],[7],['形声 Phonetic'],[0],[67],[67],['.']
塵,490,14,"[' rubbish/trash/garbage/refuse,', ' dust/dirt,', ' defilement/impurity/affliction object (perceived with the mind or the senses) one billionth]']","['ごみ', 'ちり', 'じん']","['鹿', '土', '比', '广']",,,,,,,
境,491,14,[' border/boundary turning point/watershed area/region/spot/space/environment psychological state/mental state cognitive object/something perceptible by the sense organs or mind]'],['さかい'],"['音', '土', '日', '立', '儿']",['境'],[5],['形声 Phonetic'],[2],[107562],[98091],['P']
墓,492,13,[' gravesite/tomb]'],['はか'],"['大', '土', '日', '⺾']",['墓'],[5],['形声 Phonetic'],[1],[9482],[9458],['R']
増,493,14,[' increase]'],['ぞう'],"['田', '土', '日', '并']",['増'],[5],['形声 Phonetic'],[3],[202667],[194787],['R']
墜,494,15,[],[],"['土', '并', '豕', '⻖']",['墜'],[7],['会意 Com. Ideographic'],[1],[6103],[6103],['.']
墨,495,14,"["" sumi/India ink/Chinese ink/ink stick/ink-cake squid ink/octopus ink carpenter's inking string,"", ' Mexico Mohism ink tattooing]']","['すみ', 'ぼく']","['黒', '土', '里', '灬']",['墨'],[7],['会意 Com. Ideographic'],[1],[6475],[3087],['S']
壁,496,16,"[' wall/partition barrier/obstacle Chinese ""Wall"" constellation (one of the 28 mansions)]']",['かべ'],"['口', '十', '辛', '土', '立', '尸']",['壁'],[7],['形声 Phonetic'],[1],[23779],[23246],['P']
壊,497,16,[],[],"['衣', '十', '土', '罒']",['壊'],[7],['形声 Phonetic'],[1],[49235],[49233],['S']
壌,498,16,[],[],"['衣', '土', 'ハ', '亠']",['壌'],[7],['形声 Phonetic'],[1],[8836],[2668],['.']
壟,499,19,[' hill/height/knoll/rising ground bonus points awarded to the winner at the end of a game]'],['おか'],"['月', '土', '立']",,,,,,,
士,500,3,"[' warrior (esp. of military retainers of daimyos in the Edo period)/samurai man in attendance (on a person of high standing)/retainer,', ' man (esp. one who is well-respected) samurai person (in a certain profession, esp. licensed)/member]']","['さむらい', 'し']",['士'],['士'],[4],['象形 Pictographic'],[1],[143794],[101506],['P']
壮,501,6,"["" vibrancy/strength/bravery/manliness (esp. of men) one's prime (approx. age 30) counter for times of moxibustion]""]",['そう'],"['士', '爿']",['壮'],[7],['形声 Phonetic'],[1],[6473],[4145],['S']
声,502,7,"["" voice singing (of a bird)/chirping (of an insect)/hoot voice/opinion (as expressed in words)/view/wish/attitude/will sound sense (of something's arrival)/feeling voice/voiced sound,"", ' voice/sound tone (of Chinese character)/tone mark stress (in pronunciation)/intonation/accent]']","['こえ', 'しょう']","['士', '尸']",['声'],[2],['会意 Com. Ideographic'],[3],[115043],[114958],['P']
売,503,7,[],[],"['士', '儿', '冖']",['売'],[2],['会意 Com. Ideographic'],[4],[214276],[210848],['S']
壺,504,12,"[' pot/jar/vase dice cup depression/basin (e.g. of a waterfall) aim/what one wants/the mark key point (of a conversation, etc.)/essence acupuncture point/moxibustion point/pressure point position on the fingerboard (of a shamisen, koto, etc.) target (when aiming an arrow),', ' hu (ancient Chinese vessel shaped like a vase, usually used to store alcohol)]']","['つぼ', 'こ']","['一', '士', '冖']",,,,,,,
変,505,9,[' strange/odd/peculiar/weird/curious/queer/eccentric/funny/suspicious/fishy unexpected change incident/disturbance/disaster/accident flat]'],['へん'],"['亠', '夂']",['変'],[4],['会意 Com. Ideographic'],[3],[183042],[183042],['R']
夏,506,10,"[' summer,', ' Xia dynasty (China, perhaps c. 2070-1600 BCE, perhaps mythological)/Hsia dynasty,', ' summer (on the lunisolar calendar', ' 16th day of the 4th month to the 15th day of the 7th month)]']","['なつ', 'か', 'げ']","['一', '自', '夂']",['夏'],[2],['象形 Pictographic'],[4],[62568],[55923],['S']
夕,507,3,"[' shaku/traditional unit of volume, approx. 18 ml shaku/traditional unit of area, approx.033 meters square,', ' evening]']","['しゃく', 'ゆう']",['夕'],['夕'],[1],['象形 Pictographic'],[4],[26561],[25026],['S']
外,508,5,"["" outside/exterior the open (air) other place/somewhere else/outside one's group (family, company, etc.),"", ' other (place, thing, person)/the rest outside/beyond nothing except/nothing but/nothing apart from/nothing aside from/no choice (but to) besides.../in addition to...,', "" another place/somewhere else/strange parts outside (one's family or group)/someone else/other people not caring for/being indifferent to/taking little notice of/ignoring/neglecting,"", ' outside of/not covered by]']","['そと', 'ほか', 'よそ', 'がい']","['卜', '夕']",['外'],[2],['会意 Com. Ideographic'],[5],[396147],[365049],['R']
夙,509,6,"[' outcasts common around the Kyoto region from the Kamakura period to the Edo period,', ' a very short while ago/very early (e.g. in the morning)]']","['しゅく', 'まだき', 'だき']","['几', '歹']",,,,,,,
多,510,6,[' multi-]'],['た'],['夕'],['多'],[2],['会意 Com. Ideographic'],[4],[278725],[258481],['R']
夜,511,8,"[' evening/night dinner,', ' counter for nights]']","['よる', 'や']","['⺅', '夕', '亠']",['夜'],[2],['会意 Com. Ideographic'],[4],[70624],[69976],['S']
夢,512,13,[' dream]'],['ゆめ'],"['罒', '夕', '冖', '⺾']",['夢'],[5],['会意 Com. Ideographic'],[3],[36345],[34107],['S']
